-0.151306,0.247308,0.077991,-0.120243,0.169079,0.215369,-0.307866,-0.293380,0.261173,-0.071170,0.043547,-0.199739,0.088591,0.121242,-0.146410,0.065658
-0.038457,0.082849,0.084873,0.046238,0.450997,0.403476,-0.142445,-0.308408,0.003340,0.308819,-0.164939,-0.013142,0.243376,0.111009,-0.013778,0.060358
0.278187,-0.030965,0.015641,0.020503,0.110952,-0.198574,-0.076412,0.109162,0.192410,0.178016,0.123751,0.169048,0.398484,-0.127064,-0.056689,0.036737
0.505857,-0.042429,0.147703,-0.086528,0.194268,-0.266857,0.168754,0.160035,0.022871,0.057523,-0.192514,0.453950,-0.092815,0.134776,0.027583,-0.140251
-0.151589,0.037560,-0.140765,-0.042671,0.278894,0.132899,0.081159,0.177932,-0.114534,0.109081,0.086812,-0.168799,-0.462167,-0.081083,0.085015,0.085440
0.529693,0.017310,-0.178378,-0.180556,0.012936,-0.075144,-0.036850,-0.058311,-0.128771,0.386658,-0.238501,0.325916,0.043176,-0.169138,0.312909,-0.365695
-0.071573,0.100138,0.259977,0.118995,0.116809,-0.019380,0.229209,0.138145,0.051141,-0.273099,0.079833,-0.343454,-0.199013,0.000241,-0.024693,0.188448
-0.046553,-0.164740,0.062033,0.005278,-0.422331,0.011177,0.316450,-0.197581,-0.098912,0.125518,-0.152437,0.271107,0.212575,-0.034466,-0.148196,0.199620
0.229735,-0.053291,-0.100511,-0.106125,0.060613,-0.018740,0.056246,-0.119998,0.119062,0.173980,-0.241990,0.209374,0.385336,0.143809,0.132372,0.079585
-0.163137,0.313251,-0.020432,0.014145,-0.126525,0.061159,-0.107528,0.087569,0.025383,-0.136961,-0.187253,-0.155027,0.170075,0.049365,0.204225,0.227874
0.357362,0.103139,-0.384467,-0.094190,0.061571,-0.378321,0.103090,0.331231,-0.094234,-0.123429,0.333285,-0.001129,-0.040713,-0.017301,-0.091392,-0.111072
0.275455,-0.196902,-0.202094,0.141355,0.012470,0.018307,0.137984,0.193837,0.106300,0.012936,-0.256473,-0.125164,-0.085786,-0.073793,0.074341,-0.131051
0.114822,0.074875,0.084727,0.100796,-0.209778,0.226219,-0.259547,0.394885,0.018478,-0.056887,-0.051869,-0.233552,-0.281837,0.136533,0.002994,-0.167688
0.168902,-0.156627,0.098871,0.068494,-0.348222,0.028436,-0.179992,-0.092181,0.012330,0.018558,-0.029658,-0.238706,0.188609,0.176781,-0.027926,-0.002980
0.195432,-0.497534,-0.188704,-0.148625,0.151800,0.221100,-0.054240,-0.031395,-0.000599,0.001058,-0.052260,0.155568,0.140055,0.030324,0.365353,-0.232335
-0.314236,-0.091805,-0.002470,0.042338,0.103903,0.105483,0.072330,-0.321625,0.103328,-0.156395,0.212235,-0.072494,0.487196,0.128683,0.087651,0.089484
0.294704,-0.079239,0.084558,-0.034557,-0.080307,-0.145018,0.101774,-0.550187,-0.207772,0.073439,-0.223557,0.118488,0.322911,0.098593,0.063373,0.437180
-0.023241,-0.024016,0.222655,0.094312,-0.380304,-0.095303,-0.075370,-0.158766,-0.268897,0.057817,0.095979,0.092582,-0.342754,0.074656,0.048145,-0.219145
0.172160,-0.049429,-0.123236,-0.062493,-0.123086,-0.123927,-0.300588,0.363407,-0.207598,-0.049904,0.332607,-0.188308,-0.195015,-0.018705,-0.199128,0.047277
0.188506,-0.083325,0.015323,0.097328,-0.281448,-0.031439,0.042308,0.028474,-0.158750,-0.001835,0.010716,-0.013180,-0.014846,-0.020442,0.031619,-0.108699
-0.022125,0.174813,-0.120620,0.019321,0.050456,0.012143,-0.101043,0.476020,-0.211443,-0.147607,0.109723,0.041643,0.026937,-0.041100,-0.007728,-0.383308
