32.117502,-0.805104,-5.465489,-6.139731,3.750588,-2.513280,-0.797710,-1.712393,1.701054,0.534851,-0.033923,-2.259845,-2.787846,-12.683040,1.436823,3.395386
-0.805104,36.425289,-3.201396,8.558893,1.600255,-3.653817,-1.737079,-18.023875,-3.035504,4.796907,-3.942312,-4.933594,1.140431,-0.152065,3.964332,7.309314
-5.465489,-3.201396,33.520668,-3.525280,1.733186,0.542144,-5.918409,3.061789,-7.239799,-5.023081,-5.258566,3.065827,1.251593,6.933955,-2.667974,-9.152527
-6.139731,8.558893,-3.525280,45.347662,-14.068212,2.337504,3.953122,-14.665917,3.637831,6.902089,-0.495745,2.176086,0.252692,0.722773,-2.308634,-3.509666
3.750588,1.600255,1.733186,-14.068212,31.042808,-0.621863,-4.811346,-3.571995,-0.568666,0.767555,-9.695964,-2.501660,1.956730,3.204382,0.029573,-0.101840
-2.513280,-3.653817,0.542144,2.337504,-0.621863,54.155881,3.831194,5.429544,-0.425658,1.116982,5.055060,-0.808504,-10.596056,6.065117,-7.471582,-6.180857
-0.797710,-1.737079,-5.918409,3.953122,-4.811346,3.831194,27.457829,-4.227047,-0.088565,8.251064,7.496737,1.873077,-0.653354,-15.062159,-1.217161,-7.398644
-1.712393,-18.023875,3.061789,-14.665917,-3.571995,5.429544,-4.227047,28.363846,-1.823454,-3.580972,4.263295,4.881561,-3.005393,2.549543,-4.250786,-6.032187
1.701054,-3.035504,-7.239799,3.637831,-0.568666,-0.425658,-0.088565,-1.823454,29.410605,3.094219,4.131092,-2.469769,-1.569940,-5.266450,1.025701,0.465053
0.534851,4.796907,-5.023081,6.902089,0.767555,1.116982,8.251064,-3.580972,3.094219,47.071878,5.140888,-4.146394,4.720533,-3.393850,6.752172,-2.071839
-0.033923,-3.942312,-5.258566,-0.495745,-9.695964,5.055060,7.496737,4.263295,4.131092,5.140888,34.036358,0.111845,-6.066353,-10.014856,-11.564136,-0.963723
-2.259845,-4.933594,3.065827,2.176086,-2.501660,-0.808504,1.873077,4.881561,-2.469769,-4.146394,0.111845,28.024070,-0.374459,-1.553975,-7.896269,-20.208147
-2.787846,1.140431,1.251593,0.252692,1.956730,-10.596056,-0.653354,-3.005393,-1.569940,4.720533,-6.066353,-0.374459,25.555629,-2.406124,5.550154,0.106821
-12.683040,-0.152065,6.933955,0.722773,3.204382,6.065117,-15.062159,2.549543,-5.266450,-3.393850,-10.014856,-1.553975,-2.406124,38.680372,-7.531605,1.349912
1.436823,3.964332,-2.667974,-2.308634,0.029573,-7.471582,-1.217161,-4.250786,1.025701,6.752172,-11.564136,-7.896269,5.550154,-7.531605,39.060603,4.710673
3.395386,7.309314,-9.152527,-3.509666,-0.101840,-6.180857,-7.398644,-6.032187,0.465053,-2.071839,-0.963723,-20.208147,0.106821,1.349912,4.710673,39.781665
