0.110125,-0.170736,0.006934,0.068407,0.034537,-0.137095,0.081701,-0.023740,0.051804,-0.038872,0.151805,0.119390,0.040955,0.058130,-0.006060,-0.060507
0.191222,0.017203,0.121414,-0.112014,-0.093958,0.103039,-0.082470,-0.099248,0.119577,-0.032836,-0.171756,0.061172,0.058280,0.236816,-0.114483,-0.053057
0.093071,-0.014441,0.135306,0.010420,-0.067264,0.141997,0.131563,-0.070030,-0.060118,0.085889,0.001117,-0.028925,-0.022167,-0.154852,0.054190,-0.202902
0.021690,0.112943,0.076288,0.057893,0.051521,-0.061847,-0.173319,-0.142146,-0.093411,-0.067703,-0.020078,0.189868,-0.046997,0.129019,0.016486,-0.125261
0.016845,-0.025212,-0.060571,0.075478,-0.042163,0.158588,-0.056081,-0.078611,0.038851,-0.106388,-0.002352,0.006585,0.125102,0.017247,0.001473,-0.016876
-0.058999,0.164927,0.006523,-0.009159,0.150793,-0.215028,0.014874,0.133986,-0.047204,0.137905,-0.040814,-0.094128,0.129875,-0.070426,0.002761,-0.012315
-0.133204,-0.053321,-0.155896,0.171582,0.043927,0.062219,-0.001159,-0.114742,-0.006564,-0.151874,0.037320,-0.097135,0.213962,0.077714,0.055132,0.027088
0.042426,0.030754,0.073795,-0.011022,-0.104475,-0.150994,0.051426,0.040039,-0.023383,0.058056,0.006171,0.032614,0.093863,0.064098,-0.031268,0.030630
-0.227283,-0.090332,-0.025211,0.196009,-0.018312,0.046524,-0.052440,-0.078358,0.081671,-0.112156,0.000416,0.069733,0.118701,0.148121,0.065538,0.100072
0.090957,-0.131431,0.085462,0.081196,-0.136549,0.130179,0.026223,0.104720,0.060308,-0.024718,0.118597,-0.031319,-0.066903,-0.068504,0.031353,-0.093474
0.029503,-0.060193,0.052087,-0.059695,0.056215,-0.159022,0.010002,-0.070088,-0.071031,0.008320,-0.057508,0.237555,-0.044619,0.006426,-0.020236,0.181676
0.094371,-0.055647,0.106534,-0.152134,-0.008884,0.000354,0.030391,-0.034568,0.180159,-0.052143,0.237197,-0.014495,-0.090343,0.099944,-0.064895,-0.105862
-0.118238,-0.016645,0.000468,-0.166438,0.051900,0.058885,0.049404,0.006229,0.126321,0.078893,-0.119118,0.106500,0.038460,0.210343,-0.058273,-0.059196
0.084926,0.035403,0.096996,0.095928,0.170176,-0.174559,-0.090597,-0.035887,0.132596,0.044758,0.090015,-0.144538,-0.104355,-0.000928,-0.023913,-0.030894
-0.181600,-0.043065,0.108081,0.127972,-0.182164,0.124849,-0.032522,0.010852,0.065668,0.035546,-0.074144,-0.025969,-0.006200,0.060193,0.205829,-0.040129
0.015094,-0.051997,0.011305,0.144841,-0.134575,-0.013259,0.086440,0.096898,0.051874,-0.108540,-0.052691,-0.020441,0.039871,0.078098,-0.029460,-0.043428
0.108457,0.071992,0.021889,0.030568,0.102260,0.046477,-0.091844,0.010915,-0.003676,-0.019799,0.039544,-0.032361,0.078724,-0.149940,0.008100,0.002434
0.049619,0.117012,-0.124572,-0.004207,0.121024,-0.162912,-0.123845,-0.021543,-0.092093,-0.001802,0.019298,-0.007115,0.208697,0.008805,-0.001935,0.079313
0.055711,-0.170710,0.065348,0.003050,0.182990,0.072082,0.093022,-0.024485,0.014138,-0.063841,0.131573,0.132922,-0.086134,-0.023544,-0.195031,-0.080745
0.089390,0.039356,0.104488,0.026663,-0.176933,0.134443,0.071908,-0.157669,-0.041914,0.125201,-0.106826,0.043370,-0.077610,-0.128741,0.078315,-0.055469
