user_index,poi_index,category,unixtime,dow,hour,min,distance
7,305,-,1387184433.0,Mon,18,0,0
7,305,-,1387185633.0,Mon,18,20,0
7,305,-,1387186834.0,Mon,18,40,0
8,180,-,1387152039.0,Mon,9,0,0
8,180,-,1387153239.0,Mon,9,20,0
8,180,-,1387154439.0,Mon,9,40,0
8,180,-,1387155639.0,Mon,10,0,0
8,180,-,1387156840.0,Mon,10,20,0
8,180,-,1387158040.0,Mon,10,40,0
8,181,-,1387159240.0,Mon,11,0,0
8,181,-,1387160440.0,Mon,11,20,0
8,181,-,1387161640.0,Mon,11,40,0
8,181,-,1387162840.0,Mon,12,0,0
8,181,-,1387164040.0,Mon,12,20,0
8,181,-,1387165240.0,Mon,12,40,0
8,181,-,1387166440.0,Mon,13,0,0
8,181,-,1387167640.0,Mon,13,20,0
8,181,-,1387168840.0,Mon,13,40,0
8,161,-,1387170040.0,Mon,14,0,0
8,161,-,1387171241.0,Mon,14,20,0
8,162,-,1387172441.0,Mon,14,40,0
8,162,-,1387173641.0,Mon,15,0,0
8,162,-,1387174841.0,Mon,15,20,0
8,162,-,1387176041.0,Mon,15,40,0
8,162,-,1387177241.0,Mon,16,0,0
8,162,-,1387178441.0,Mon,16,20,0
8,162,-,1387179641.0,Mon,16,40,0
8,162,-,1387180841.0,Mon,17,0,0
8,162,-,1387182041.0,Mon,17,20,0
8,162,-,1387183241.0,Mon,17,40,0
8,162,-,1387184441.0,Mon,18,0,0
8,163,-,1387185642.0,Mon,18,20,0
8,163,-,1387186842.0,Mon,18,40,0
9,274,-,1373155254.0,Sun,9,0,0
9,274,-,1373156454.0,Sun,9,20,0
9,274,-,1373157654.0,Sun,9,40,0
9,274,-,1373158854.0,Sun,10,0,0
9,274,-,1373160054.0,Sun,10,20,0
9,274,-,1373161255.0,Sun,10,40,0
9,274,-,1373162455.0,Sun,11,0,0
9,274,-,1373163655.0,Sun,11,20,0
9,274,-,1373164855.0,Sun,11,40,0
9,274,-,1373166055.0,Sun,12,0,0
9,274,-,1373167255.0,Sun,12,20,0
9,274,-,1373168455.0,Sun,12,40,0
9,274,-,1373169656.0,Sun,13,0,0
9,274,-,1373170856.0,Sun,13,20,0
9,274,-,1373172056.0,Sun,13,40,0
9,274,-,1373173256.0,Sun,14,0,0
9,274,-,1373174456.0,Sun,14,20,0
9,274,-,1373175656.0,Sun,14,40,0
9,274,-,1373176856.0,Sun,15,0,0
9,274,-,1373178057.0,Sun,15,20,0
9,274,-,1373179257.0,Sun,15,40,0
9,274,-,1373180457.0,Sun,16,0,0
9,274,-,1373181657.0,Sun,16,20,0
9,274,-,1373182857.0,Sun,16,40,0
9,274,-,1373184057.0,Sun,17,0,0
9,274,-,1373185258.0,Sun,17,20,0
9,274,-,1373186458.0,Sun,17,40,0
9,274,-,1373187658.0,Sun,18,0,0
9,274,-,1373188858.0,Sun,18,20,0
9,274,-,1373190058.0,Sun,18,40,0
10,340,-,1372636838.0,Mon,9,0,0
10,340,-,1372638038.0,Mon,9,20,0
10,361,-,1372639238.0,Mon,9,40,0
10,341,-,1372640439.0,Mon,10,0,0
10,341,-,1372641639.0,Mon,10,20,0
10,341,-,1372642839.0,Mon,10,40,0
10,341,-,1372644040.0,Mon,11,0,0
10,341,-,1372645240.0,Mon,11,20,0
10,341,-,1372646440.0,Mon,11,40,0
10,341,-,1372647641.0,Mon,12,0,0
10,341,-,1372648841.0,Mon,12,20,0
10,341,-,1372650041.0,Mon,12,40,0
10,341,-,1372651242.0,Mon,13,0,0
10,342,-,1372652442.0,Mon,13,20,0
10,342,-,1372653642.0,Mon,13,40,0
10,342,-,1372654843.0,Mon,14,0,0
10,322,-,1372656043.0,Mon,14,20,0
10,322,-,1372657243.0,Mon,14,40,0
10,322,-,1372658444.0,Mon,15,0,0
10,322,-,1372659644.0,Mon,15,20,0
10,322,-,1372660844.0,Mon,15,40,0
10,322,-,1372662044.0,Mon,16,0,0
10,322,-,1372663245.0,Mon,16,20,0
10,323,-,1372664445.0,Mon,16,40,0
10,323,-,1372665645.0,Mon,17,0,0
10,323,-,1372666846.0,Mon,17,20,0
10,323,-,1372668046.0,Mon,17,40,0
10,323,-,1372669246.0,Mon,18,0,0
10,323,-,1372670447.0,Mon,18,20,0
10,323,-,1372671647.0,Mon,18,40,0
11,168,-,1381104000.0,Mon,9,0,0
11,167,-,1381105201.0,Mon,9,20,0
11,167,-,1381106401.0,Mon,9,40,0
11,166,-,1381107601.0,Mon,10,0,0
11,166,-,1381108801.0,Mon,10,20,0
11,165,-,1381110001.0,Mon,10,40,0
11,165,-,1381111201.0,Mon,11,0,0
11,165,-,1381112401.0,Mon,11,20,0
11,164,-,1381113601.0,Mon,11,40,0
11,164,-,1381114801.0,Mon,12,0,0
11,163,-,1381116001.0,Mon,12,20,0
11,163,-,1381117201.0,Mon,12,40,0
11,162,-,1381118401.0,Mon,13,0,0
11,162,-,1381119601.0,Mon,13,20,0
11,161,-,1381120801.0,Mon,13,40,0
11,161,-,1381122001.0,Mon,14,0,0
11,160,-,1381123201.0,Mon,14,20,0
11,140,-,1381124401.0,Mon,14,40,0
11,140,-,1381125601.0,Mon,15,0,0
11,130,-,1387693219.0,Sun,15,20,0
11,130,-,1387694419.0,Sun,15,40,0
11,111,-,1387695619.0,Sun,16,0,0
11,111,-,1387696819.0,Sun,16,20,0
11,112,-,1387698019.0,Sun,16,40,0
11,112,-,1387699219.0,Sun,17,0,0
11,112,-,1387700419.0,Sun,17,20,0
11,93,-,1387701619.0,Sun,17,40,0
11,93,-,1387702819.0,Sun,18,0,0
11,94,-,1387704019.0,Sun,18,20,0
11,94,-,1387705219.0,Sun,18,40,0
12,236,-,1387152049.0,Mon,9,0,0
12,256,-,1387153250.0,Mon,9,20,0
12,256,-,1387154451.0,Mon,9,40,0
12,256,-,1387155652.0,Mon,10,0,0
12,256,-,1387156853.0,Mon,10,20,0
12,256,-,1387158054.0,Mon,10,40,0
12,276,-,1387159255.0,Mon,11,0,0
12,276,-,1387160456.0,Mon,11,20,0
12,276,-,1387161657.0,Mon,11,40,0
12,277,-,1387162858.0,Mon,12,0,0
12,277,-,1387164059.0,Mon,12,20,0
12,297,-,1387165200.0,Mon,12,40,0
12,296,-,1387166401.0,Mon,13,0,0
12,296,-,1387167601.0,Mon,13,20,0
12,296,-,1387168802.0,Mon,13,40,0
12,296,-,1387170003.0,Mon,14,0,0
12,296,-,1387171204.0,Mon,14,20,0
12,316,-,1387172405.0,Mon,14,40,0
12,316,-,1387173606.0,Mon,15,0,0
12,316,-,1387174807.0,Mon,15,20,0
12,316,-,1387176008.0,Mon,15,40,0
12,316,-,1387177209.0,Mon,16,0,0
12,336,-,1387178410.0,Mon,16,20,0
12,336,-,1387179611.0,Mon,16,40,0
12,336,-,1387180812.0,Mon,17,0,0
12,336,-,1387182013.0,Mon,17,20,0
12,356,-,1387183214.0,Mon,17,40,0
12,356,-,1387184414.0,Mon,18,0,0
12,356,-,1387185615.0,Mon,18,20,0
12,356,-,1387186816.0,Mon,18,40,0
13,285,-,1381104048.0,Mon,9,0,0
13,265,-,1381105249.0,Mon,9,20,0
13,265,-,1381106449.0,Mon,9,40,0
13,245,-,1381107650.0,Mon,10,0,0
13,245,-,1381108850.0,Mon,10,20,0
13,244,-,1381110051.0,Mon,10,40,0
13,224,-,1381111252.0,Mon,11,0,0
13,224,-,1381112452.0,Mon,11,20,0
13,204,-,1381113653.0,Mon,11,40,0
13,204,-,1381114853.0,Mon,12,0,0
13,204,-,1381116054.0,Mon,12,20,0
13,184,-,1381117254.0,Mon,12,40,0
13,184,-,1381118455.0,Mon,13,0,0
13,184,-,1381119655.0,Mon,13,20,0
13,164,-,1381120856.0,Mon,13,40,0
13,164,-,1381122057.0,Mon,14,0,0
13,144,-,1381123257.0,Mon,14,20,0
13,143,-,1381124458.0,Mon,14,40,0
13,143,-,1381125658.0,Mon,15,0,0
13,124,-,1381126859.0,Mon,15,20,0
13,124,-,1381128059.0,Mon,15,40,0
13,124,-,1381129200.0,Mon,16,0,0
13,104,-,1381130400.0,Mon,16,20,0
13,104,-,1381131601.0,Mon,16,40,0
13,104,-,1381132801.0,Mon,17,0,0
13,84,-,1381134002.0,Mon,17,20,0
13,84,-,1381135203.0,Mon,17,40,0
13,64,-,1381136403.0,Mon,18,0,0
13,64,-,1381137604.0,Mon,18,20,0
13,63,-,1381138804.0,Mon,18,40,0
14,256,-,1387152052.0,Mon,9,0,0
14,256,-,1387153253.0,Mon,9,20,0
14,256,-,1387154454.0,Mon,9,40,0
14,256,-,1387155655.0,Mon,10,0,0
14,276,-,1387156856.0,Mon,10,20,0
14,276,-,1387158057.0,Mon,10,40,0
14,277,-,1387159258.0,Mon,11,0,0
14,277,-,1387160459.0,Mon,11,20,0
14,277,-,1387161600.0,Mon,11,40,0
14,297,-,1387162802.0,Mon,12,0,0
14,297,-,1387164003.0,Mon,12,20,0
14,297,-,1387165204.0,Mon,12,40,0
14,297,-,1387166405.0,Mon,13,0,0
14,297,-,1387167606.0,Mon,13,20,0
14,318,-,1387168807.0,Mon,13,40,0
14,318,-,1387170008.0,Mon,14,0,0
14,318,-,1387171209.0,Mon,14,20,0
14,318,-,1387172410.0,Mon,14,40,0
14,338,-,1387173611.0,Mon,15,0,0
14,338,-,1387174812.0,Mon,15,20,0
14,338,-,1387176013.0,Mon,15,40,0
14,338,-,1387177215.0,Mon,16,0,0
14,339,-,1387178416.0,Mon,16,20,0
14,359,-,1387179617.0,Mon,16,40,0
14,359,-,1387180818.0,Mon,17,0,0
14,359,-,1387182019.0,Mon,17,20,0
14,359,-,1387183220.0,Mon,17,40,0
14,359,-,1387184421.0,Mon,18,0,0
14,379,-,1387185622.0,Mon,18,20,0
14,379,-,1387186823.0,Mon,18,40,0
15,43,-,1381622423.0,Sun,9,0,0
15,43,-,1381623624.0,Sun,9,20,0
15,43,-,1381624824.0,Sun,9,40,0
15,43,-,1381626025.0,Sun,10,0,0
15,43,-,1381627226.0,Sun,10,20,0
15,43,-,1381628426.0,Sun,10,40,0
15,43,-,1381629627.0,Sun,11,0,0
15,43,-,1381630828.0,Sun,11,20,0
15,43,-,1381632028.0,Sun,11,40,0
15,43,-,1381633229.0,Sun,12,0,0
15,43,-,1381634430.0,Sun,12,20,0
15,43,-,1381635630.0,Sun,12,40,0
15,43,-,1381636831.0,Sun,13,0,0
15,43,-,1381638031.0,Sun,13,20,0
15,43,-,1381639232.0,Sun,13,40,0
15,43,-,1381640433.0,Sun,14,0,0
15,43,-,1381641633.0,Sun,14,20,0
15,43,-,1381642834.0,Sun,14,40,0
15,43,-,1381644035.0,Sun,15,0,0
15,43,-,1381645235.0,Sun,15,20,0
15,43,-,1381646436.0,Sun,15,40,0
15,43,-,1381647637.0,Sun,16,0,0
15,43,-,1381648837.0,Sun,16,20,0
15,43,-,1381650038.0,Sun,16,40,0
15,43,-,1381651238.0,Sun,17,0,0
15,43,-,1381652439.0,Sun,17,20,0
15,43,-,1381653640.0,Sun,17,40,0
15,43,-,1381654840.0,Sun,18,0,0
15,43,-,1381656041.0,Sun,18,20,0
15,43,-,1381657242.0,Sun,18,40,0
16,73,-,1372636859.0,Mon,9,0,0
16,73,-,1372638000.0,Mon,9,20,0
16,73,-,1372639200.0,Mon,9,40,0
16,73,-,1372640401.0,Mon,10,0,0
16,73,-,1372641601.0,Mon,10,20,0
16,73,-,1372642802.0,Mon,10,40,0
16,94,-,1372644003.0,Mon,11,0,0
16,94,-,1372645203.0,Mon,11,20,0
16,94,-,1372646404.0,Mon,11,40,0
16,94,-,1372647604.0,Mon,12,0,0
16,94,-,1372648805.0,Mon,12,20,0
16,94,-,1372650005.0,Mon,12,40,0
16,114,-,1372651206.0,Mon,13,0,0
16,114,-,1372652406.0,Mon,13,20,0
16,115,-,1372653607.0,Mon,13,40,0
16,115,-,1372654808.0,Mon,14,0,0
16,115,-,1372656008.0,Mon,14,20,0
16,115,-,1372657209.0,Mon,14,40,0
16,135,-,1372658409.0,Mon,15,0,0
16,135,-,1372659610.0,Mon,15,20,0
16,135,-,1372660810.0,Mon,15,40,0
16,135,-,1372662011.0,Mon,16,0,0
16,135,-,1372663211.0,Mon,16,20,0
16,136,-,1372664412.0,Mon,16,40,0
16,136,-,1372665613.0,Mon,17,0,0
16,136,-,1372666813.0,Mon,17,20,0
16,116,-,1372668014.0,Mon,17,40,0
16,116,-,1372669214.0,Mon,18,0,0
16,117,-,1372670415.0,Mon,18,20,0
16,117,-,1372671615.0,Mon,18,40,0
17,101,-,1373155243.0,Sun,9,0,0
17,101,-,1373156444.0,Sun,9,20,0
17,101,-,1373157644.0,Sun,9,40,0
17,101,-,1373158845.0,Sun,10,0,0
17,101,-,1373160046.0,Sun,10,20,0
17,101,-,1373161247.0,Sun,10,40,0
17,101,-,1373162447.0,Sun,11,0,0
17,121,-,1373163648.0,Sun,11,20,0
17,121,-,1373164849.0,Sun,11,40,0
17,121,-,1373166050.0,Sun,12,0,0
17,121,-,1373167250.0,Sun,12,20,0
17,121,-,1373168451.0,Sun,12,40,0
17,121,-,1373169652.0,Sun,13,0,0
17,121,-,1373170853.0,Sun,13,20,0
17,121,-,1373172053.0,Sun,13,40,0
17,121,-,1373173254.0,Sun,14,0,0
17,121,-,1373174455.0,Sun,14,20,0
17,142,-,1373175656.0,Sun,14,40,0
17,142,-,1373176856.0,Sun,15,0,0
17,142,-,1373178057.0,Sun,15,20,0
17,142,-,1373179258.0,Sun,15,40,0
17,142,-,1373180459.0,Sun,16,0,0
17,142,-,1373181659.0,Sun,16,20,0
17,142,-,1373182800.0,Sun,16,40,0
17,142,-,1373184001.0,Sun,17,0,0
17,142,-,1373185202.0,Sun,17,20,0
17,143,-,1373186402.0,Sun,17,40,0
17,143,-,1373187603.0,Sun,18,0,0
17,143,-,1373188804.0,Sun,18,20,0
17,143,-,1373190005.0,Sun,18,40,0
18,195,-,1381622440.0,Sun,9,0,0
18,195,-,1381623640.0,Sun,9,20,0
18,195,-,1381624841.0,Sun,9,40,0
18,195,-,1381626042.0,Sun,10,0,0
18,175,-,1381627243.0,Sun,10,20,0
18,175,-,1381628444.0,Sun,10,40,0
18,175,-,1381629645.0,Sun,11,0,0
18,175,-,1381630845.0,Sun,11,20,0
18,175,-,1381632046.0,Sun,11,40,0
18,175,-,1381633247.0,Sun,12,0,0
18,175,-,1381634448.0,Sun,12,20,0
18,175,-,1381635649.0,Sun,12,40,0
18,175,-,1381636850.0,Sun,13,0,0
18,175,-,1381638050.0,Sun,13,20,0
18,175,-,1381639251.0,Sun,13,40,0
18,175,-,1381640452.0,Sun,14,0,0
18,155,-,1381641653.0,Sun,14,20,0
18,155,-,1381642854.0,Sun,14,40,0
18,155,-,1381644055.0,Sun,15,0,0
18,155,-,1381645255.0,Sun,15,20,0
18,155,-,1381646456.0,Sun,15,40,0
18,155,-,1381647657.0,Sun,16,0,0
18,155,-,1381648858.0,Sun,16,20,0
18,155,-,1381650059.0,Sun,16,40,0
18,155,-,1381651200.0,Sun,17,0,0
18,155,-,1381652400.0,Sun,17,20,0
18,155,-,1381653601.0,Sun,17,40,0
18,155,-,1381654802.0,Sun,18,0,0
18,155,-,1381656003.0,Sun,18,20,0
18,135,-,1381657204.0,Sun,18,40,0
19,63,-,1373155235.0,Sun,9,0,0
19,63,-,1373156436.0,Sun,9,20,0
19,64,-,1373157636.0,Sun,9,40,0
19,64,-,1373158837.0,Sun,10,0,0
19,64,-,1373160037.0,Sun,10,20,0
19,64,-,1373161238.0,Sun,10,40,0
19,64,-,1373162439.0,Sun,11,0,0
19,64,-,1373163639.0,Sun,11,20,0
19,64,-,1373164840.0,Sun,11,40,0
19,64,-,1373166040.0,Sun,12,0,0
19,63,-,1373167241.0,Sun,12,20,0
19,63,-,1373168441.0,Sun,12,40,0
19,63,-,1373169642.0,Sun,13,0,0
19,63,-,1373170842.0,Sun,13,20,0
19,43,-,1373172043.0,Sun,13,40,0
19,43,-,1373173244.0,Sun,14,0,0
19,43,-,1373174444.0,Sun,14,20,0
19,43,-,1373175645.0,Sun,14,40,0
19,43,-,1373176845.0,Sun,15,0,0
19,43,-,1373178046.0,Sun,15,20,0
19,43,-,1373179246.0,Sun,15,40,0
19,43,-,1373180447.0,Sun,16,0,0
19,43,-,1373181647.0,Sun,16,20,0
19,43,-,1373182848.0,Sun,16,40,0
19,43,-,1373184049.0,Sun,17,0,0
19,43,-,1373185249.0,Sun,17,20,0
19,44,-,1373186450.0,Sun,17,40,0
19,44,-,1373187650.0,Sun,18,0,0
19,44,-,1373188851.0,Sun,18,20,0
19,44,-,1373190051.0,Sun,18,40,0
20,203,-,1387670432.0,Sun,9,0,0
20,203,-,1387671632.0,Sun,9,20,0
20,203,-,1387672833.0,Sun,9,40,0
