user_index,poi_index_from,time_slot,count,prob
17,142,25,1,1.0
17,143,26,1,1.0
17,143,27,1,1.0
17,143,28,1,1.0
17,143,29,1,1.0
18,135,29,1,1.0
18,155,16,1,1.0
18,155,17,1,1.0
18,155,18,1,1.0
18,155,19,1,1.0
18,155,20,1,1.0
18,155,21,1,1.0
18,155,22,1,1.0
18,155,23,1,1.0
18,155,24,1,1.0
18,155,25,1,1.0
18,155,26,1,1.0
18,155,27,1,1.0
18,155,28,1,1.0
18,175,4,1,1.0
18,175,5,1,1.0
18,175,6,1,1.0
18,175,7,1,1.0
18,175,8,1,1.0
18,175,9,1,1.0
18,175,10,1,1.0
18,175,11,1,1.0
18,175,12,1,1.0
18,175,13,1,1.0
18,175,14,1,1.0
18,175,15,1,1.0
18,195,0,1,1.0
18,195,1,1,1.0
18,195,2,1,1.0
18,195,3,1,1.0
19,43,14,1,1.0
19,43,15,1,1.0
19,43,16,1,1.0
19,43,17,1,1.0
19,43,18,1,1.0
19,43,19,1,1.0
19,43,20,1,1.0
19,43,21,1,1.0
19,43,22,1,1.0
19,43,23,1,1.0
19,43,24,1,1.0
19,43,25,1,1.0
19,44,26,1,1.0
19,44,27,1,1.0
19,44,28,1,1.0
19,44,29,1,1.0
19,63,0,1,1.0
19,63,1,1,1.0
19,63,10,1,1.0
19,63,11,1,1.0
19,63,12,1,1.0
19,63,13,1,1.0
19,64,2,1,1.0
19,64,3,1,1.0
19,64,4,1,1.0
19,64,5,1,1.0
19,64,6,1,1.0
19,64,7,1,1.0
19,64,8,1,1.0
19,64,9,1,1.0
20,203,0,1,1.0
20,203,1,1,1.0
20,203,2,1,1.0
20,203,3,1,1.0
20,203,4,1,1.0
20,203,5,1,1.0
20,203,6,1,1.0
20,203,7,1,1.0
20,203,8,1,1.0
20,203,9,1,1.0
20,203,10,1,1.0
20,203,11,1,1.0
20,203,12,1,1.0
20,203,13,1,1.0
20,203,14,1,1.0
20,203,15,1,1.0
20,203,16,1,1.0
20,203,17,1,1.0
20,203,18,1,1.0
20,223,19,1,1.0
20,223,20,1,1.0
20,223,21,1,1.0
20,223,22,1,1.0
20,223,23,1,1.0
20,223,24,1,1.0
20,223,25,1,1.0
20,223,26,1,1.0
20,223,27,1,1.0
20,223,28,1,1.0
20,223,29,1,1.0
21,288,17,1,1.0
21,288,18,1,1.0
21,288,19,1,1.0
21,288,20,1,1.0
21,289,13,1,1.0
21,289,14,1,1.0
21,289,15,1,1.0
21,289,16,1,1.0
21,307,23,1,1.0
21,307,24,1,1.0
21,307,25,1,1.0
21,308,21,1,1.0
21,308,22,1,1.0
21,310,8,1,1.0
21,310,9,1,1.0
21,310,10,1,1.0
21,310,11,1,1.0
21,310,12,1,1.0
21,326,27,1,1.0
21,326,28,1,1.0
21,326,29,1,1.0
21,327,26,1,1.0
21,331,4,1,1.0
21,331,5,1,1.0
21,331,6,1,1.0
21,331,7,1,1.0
21,332,0,1,1.0
21,332,1,1,1.0
21,332,2,1,1.0
21,332,3,1,1.0
22,115,29,1,1.0
22,135,26,1,1.0
22,135,27,1,1.0
22,135,28,1,1.0
22,153,20,1,1.0
22,153,21,1,1.0
22,153,22,1,1.0
22,153,23,1,1.0
22,153,24,1,1.0
22,153,25,1,1.0
22,154,16,1,1.0
22,154,17,1,1.0
22,154,18,1,1.0
22,154,19,1,1.0
22,174,0,1,1.0
22,174,1,1,1.0
22,174,2,1,1.0
22,174,3,1,1.0
22,174,4,1,1.0
22,174,5,1,1.0
22,174,6,1,1.0
22,174,7,1,1.0
22,174,8,1,1.0
22,174,9,1,1.0
22,174,10,1,1.0
22,174,11,1,1.0
22,174,12,1,1.0
22,174,13,1,1.0
22,174,14,1,1.0
22,174,15,1,1.0
23,24,0,1,1.0
23,24,1,1,1.0
23,24,2,1,1.0
23,44,3,1,1.0
23,44,4,1,1.0
23,44,5,1,1.0
23,44,6,1,1.0
23,44,7,1,1.0
23,44,8,1,1.0
23,44,9,1,1.0
23,44,10,1,1.0
23,45,11,1,1.0
23,45,12,1,1.0
23,45,13,1,1.0
23,45,14,1,1.0
23,45,15,1,1.0
23,65,16,1,1.0
23,65,17,1,1.0
23,65,18,1,1.0
23,65,19,1,1.0
23,65,20,1,1.0
23,65,21,1,1.0
23,65,22,1,1.0
23,65,23,1,1.0
23,65,24,1,1.0
23,65,25,1,1.0
23,66,26,1,1.0
23,86,27,1,1.0
23,86,28,1,1.0
23,86,29,1,1.0
24,134,0,1,1.0
24,134,1,1,1.0
24,134,2,1,1.0
24,134,3,1,1.0
24,134,4,1,1.0
24,134,5,1,1.0
24,134,6,1,1.0
24,134,7,1,1.0
24,134,8,1,1.0
24,134,9,1,1.0
24,134,10,1,1.0
24,134,11,1,1.0
24,134,12,1,1.0
24,134,13,1,1.0
24,134,14,1,1.0
24,134,15,1,1.0
24,134,16,1,1.0
24,134,17,1,1.0
24,134,18,1,1.0
24,134,19,1,1.0
24,134,20,1,1.0
24,134,21,1,1.0
24,134,22,1,1.0
24,134,23,1,1.0
24,134,24,1,1.0
24,134,25,1,1.0
24,134,26,1,1.0
24,134,27,1,1.0
24,134,28,1,1.0
24,134,29,1,1.0
25,22,0,1,1.0
25,22,1,1,1.0
25,22,2,1,1.0
25,22,3,1,1.0
25,22,4,1,1.0
25,22,5,1,1.0
25,22,6,1,1.0
25,22,7,1,1.0
25,22,8,1,1.0
25,22,9,1,1.0
25,22,10,1,1.0
25,22,11,1,1.0
25,22,12,1,1.0
25,22,13,1,1.0
25,22,14,1,1.0
25,22,15,1,1.0
25,22,16,1,1.0
25,22,17,1,1.0
25,22,18,1,1.0
25,22,19,1,1.0
25,22,20,1,1.0
25,22,21,1,1.0
25,22,22,1,1.0
25,22,23,1,1.0
25,22,24,1,1.0
25,22,25,1,1.0
25,22,26,1,1.0
25,22,27,1,1.0
25,22,28,1,1.0
25,22,29,1,1.0
26,23,9,1,1.0
26,23,10,1,1.0
26,23,11,1,1.0
26,23,12,1,1.0
26,42,0,1,1.0
26,42,1,1,1.0
26,42,2,1,1.0
26,42,3,1,1.0
26,42,4,1,1.0
26,43,5,1,1.0
26,43,6,1,1.0
26,43,7,1,1.0
26,43,8,1,1.0
26,43,13,1,1.0
26,43,14,1,1.0
26,43,15,1,1.0
26,43,16,1,1.0
26,43,17,1,1.0
26,43,18,1,1.0
26,43,19,1,1.0
26,43,20,1,1.0
26,43,21,1,1.0
26,43,22,1,1.0
26,43,23,1,1.0
26,43,24,1,1.0
26,43,25,1,1.0
26,43,26,1,1.0
26,43,27,1,1.0
26,43,28,1,1.0
26,43,29,1,1.0
27,121,17,1,1.0
27,121,18,1,1.0
27,142,19,1,1.0
27,142,20,1,1.0
27,142,21,1,1.0
27,142,22,1,1.0
27,142,23,1,1.0
27,143,24,1,1.0
27,143,25,1,1.0
27,143,26,1,1.0
27,143,27,1,1.0
27,143,28,1,1.0
27,144,29,1,1.0
27,170,15,1,1.0
27,170,16,1,1.0
27,171,14,1,1.0
27,173,8,1,1.0
27,177,0,1,1.0
27,191,13,1,1.0
27,192,11,1,1.0
27,192,12,1,1.0
27,193,9,1,1.0
27,193,10,1,1.0
27,194,6,1,1.0
27,194,7,1,1.0
27,195,4,1,1.0
27,195,5,1,1.0
27,196,2,1,1.0
27,196,3,1,1.0
27,197,1,1,1.0
28,161,0,1,1.0
28,161,1,1,1.0
28,161,2,1,1.0
28,161,3,1,1.0
28,161,4,1,1.0
28,162,5,1,1.0
28,162,6,1,1.0
28,162,7,1,1.0
28,162,8,1,1.0
28,162,9,1,1.0
28,191,10,1,1.0
28,191,11,1,1.0
28,207,25,1,1.0
28,208,22,1,1.0
28,208,23,1,1.0
28,208,24,1,1.0
28,209,18,1,1.0
28,209,19,1,1.0
28,209,20,1,1.0
28,209,21,1,1.0
28,210,14,1,1.0
28,210,15,1,1.0
28,210,16,1,1.0
28,210,17,1,1.0
28,211,12,1,1.0
28,211,13,1,1.0
28,226,29,1,1.0
28,227,26,1,1.0
28,227,27,1,1.0
28,227,28,1,1.0
29,325,0,1,1.0
29,325,1,1,1.0
29,325,2,1,1.0
29,325,3,1,1.0
29,325,4,1,1.0
29,325,5,1,1.0
29,325,6,1,1.0
29,325,7,1,1.0
29,325,8,1,1.0
29,325,9,1,1.0
29,325,10,1,1.0
29,325,11,1,1.0
29,325,12,1,1.0
29,325,13,1,1.0
29,325,14,1,1.0
29,325,15,1,1.0
29,325,16,1,1.0
29,325,17,1,1.0
29,325,18,1,1.0
29,325,19,1,1.0
29,325,20,1,1.0
29,325,21,1,1.0
29,325,22,1,1.0
29,326,23,1,1.0
29,326,24,1,1.0
29,326,25,1,1.0
29,326,26,1,1.0
29,326,27,1,1.0
29,326,28,1,1.0
29,326,29,1,1.0
30,215,0,1,1.0
30,215,1,1,1.0
30,215,2,1,1.0
30,215,3,1,1.0
30,215,4,1,1.0
30,215,5,1,1.0
30,215,6,1,1.0
30,215,7,1,1.0
30,215,8,1,1.0
30,215,9,1,1.0
30,215,10,1,1.0
30,215,11,1,1.0
30,215,12,1,1.0
30,215,13,1,1.0
30,215,14,1,1.0
30,215,15,1,1.0
30,235,16,1,1.0
30,235,17,1,1.0
30,235,18,1,1.0
30,235,19,1,1.0
30,235,20,1,1.0
30,235,21,1,1.0
30,235,22,1,1.0
30,235,23,1,1.0
30,235,24,1,1.0
30,235,25,1,1.0
30,235,26,1,1.0
30,235,27,1,1.0
30,235,28,1,1.0
30,235,29,1,1.0
31,1,14,1,1.0
31,17,15,1,1.0
31,17,16,1,1.0
31,22,13,1,1.0
31,23,12,1,1.0
31,36,17,1,1.0
31,36,18,1,1.0
31,36,19,1,1.0
31,44,11,1,1.0
31,52,28,1,1.0
31,52,29,1,1.0
31,55,20,1,1.0
31,55,21,1,1.0
31,65,10,1,1.0
31,73,26,1,1.0
31,73,27,1,1.0
31,74,23,1,1.0
31,74,24,1,1.0
31,74,25,1,1.0
31,75,22,1,1.0
31,86,9,1,1.0
31,87,8,1,1.0
31,108,7,1,1.0
31,109,6,1,1.0
31,111,5,1,1.0
31,112,4,1,1.0
31,133,3,1,1.0
31,153,2,1,1.0
31,154,1,1,1.0
31,155,0,1,1.0
32,43,22,1,1.0
32,43,23,1,1.0
32,44,20,1,1.0
32,44,21,1,1.0
32,45,19,1,1.0
32,65,17,1,1.0
32,65,18,1,1.0
32,86,15,1,1.0
32,86,16,1,1.0
32,87,13,1,1.0
32,87,14,1,1.0
32,88,12,1,1.0
32,108,11,1,1.0
32,109,9,1,1.0
32,109,10,1,1.0
32,110,7,1,1.0
32,110,8,1,1.0
32,111,5,1,1.0
32,111,6,1,1.0
32,112,2,1,1.0
32,112,3,1,1.0
32,112,4,1,1.0
32,133,0,1,1.0
32,133,1,1,1.0
32,210,24,1,1.0
32,210,25,1,1.0
32,210,26,1,1.0
32,210,27,1,1.0
32,210,28,1,1.0
32,210,29,1,1.0
33,74,1,1,1.0
33,74,2,1,1.0
33,75,0,1,1.0
33,93,4,1,1.0
33,94,3,1,1.0
33,111,8,1,1.0
33,111,9,1,1.0
33,112,6,1,1.0
33,112,7,1,1.0
33,113,5,1,1.0
33,121,27,1,1.0
33,121,28,1,1.0
33,121,29,1,1.0
33,128,14,1,1.0
33,129,13,1,1.0
33,130,10,1,1.0
33,130,11,1,1.0
33,130,12,1,1.0
33,142,25,1,1.0
33,142,26,1,1.0
33,143,23,1,1.0
33,143,24,1,1.0
33,144,22,1,1.0
33,145,20,1,1.0
33,145,21,1,1.0
33,146,18,1,1.0
33,146,19,1,1.0
33,147,16,1,1.0
33,147,17,1,1.0
33,148,15,1,1.0
34,10,1,1,1.0
34,30,0,1,1.0
34,162,2,1,1.0
34,163,3,1,1.0
34,163,4,1,1.0
34,163,5,1,1.0
34,164,6,1,1.0
34,164,7,1,1.0
34,165,8,1,1.0
34,165,9,1,1.0
34,166,10,1,1.0
34,166,11,1,1.0
34,166,12,1,1.0
34,167,13,1,1.0
34,167,14,1,1.0
34,168,15,1,1.0
34,168,16,1,1.0
34,168,17,1,1.0
34,169,18,1,1.0
34,169,19,1,1.0
34,170,20,1,1.0
34,170,21,1,1.0
34,170,22,1,1.0
34,171,23,1,1.0
34,171,25,1,1.0
34,172,26,1,1.0
34,172,27,1,1.0
34,172,28,1,1.0
34,173,29,1,1.0
34,191,24,1,1.0
35,153,0,1,1.0
35,153,1,1,1.0
35,173,2,1,1.0
35,173,3,1,1.0
35,173,4,1,1.0
35,192,5,1,1.0
35,192,6,1,1.0
35,212,7,1,1.0
35,212,8,1,1.0
35,232,9,1,1.0
35,252,10,1,1.0
35,252,11,1,1.0
35,271,12,1,1.0
35,271,13,1,1.0
35,291,14,1,1.0
35,291,15,1,1.0
35,291,16,1,1.0
35,310,17,1,1.0
35,310,18,1,1.0
35,329,20,1,1.0
35,329,21,1,1.0
35,330,19,1,1.0
35,348,23,1,1.0
35,349,22,1,1.0
35,368,24,1,1.0
35,368,25,1,1.0
35,386,28,1,1.0
35,386,29,1,1.0
35,387,26,1,1.0
35,387,27,1,1.0
36,71,0,1,1.0
36,71,1,1,1.0
36,91,2,1,1.0
36,91,3,1,1.0
36,91,4,1,1.0
36,91,5,1,1.0
36,91,6,1,1.0
36,112,7,1,1.0
36,112,8,1,1.0
36,112,9,1,1.0
36,112,10,1,1.0
36,112,11,1,1.0
36,112,12,1,1.0
36,112,13,1,1.0
36,112,14,1,1.0
36,112,15,1,1.0
36,133,16,1,1.0
36,133,17,1,1.0
36,133,18,1,1.0
36,133,19,1,1.0
36,133,20,1,1.0
36,133,21,1,1.0
36,134,26,1,1.0
36,134,27,1,1.0
36,134,28,1,1.0
36,153,22,1,1.0
36,153,23,1,1.0
36,153,24,1,1.0
36,154,25,1,1.0
36,154,29,1,1.0
37,29,0,1,1.0
37,29,1,1,1.0
37,30,2,1,1.0
37,30,3,1,1.0
37,30,4,1,1.0
37,30,5,1,1.0
37,31,6,1,1.0
37,31,7,1,1.0
37,31,8,1,1.0
37,31,9,1,1.0
37,51,10,1,1.0
37,52,11,1,1.0
37,52,12,1,1.0
37,52,13,1,1.0
37,52,14,1,1.0
37,52,15,1,1.0
37,53,16,1,1.0
37,73,17,1,1.0
37,73,18,1,1.0
37,73,19,1,1.0
37,73,20,1,1.0
37,94,21,1,1.0
37,94,22,1,1.0
37,94,23,1,1.0
37,94,24,1,1.0
37,94,25,1,1.0
37,114,26,1,1.0
37,115,27,1,1.0
37,115,28,1,1.0
37,115,29,1,1.0
38,111,13,1,1.0
38,111,14,1,1.0
38,112,15,1,1.0
38,112,16,1,1.0
38,112,17,1,1.0
38,129,9,1,1.0
38,129,10,1,1.0
38,130,11,1,1.0
38,130,12,1,1.0
38,133,18,1,1.0
38,134,21,1,1.0
38,135,22,1,1.0
38,135,23,1,1.0
38,136,24,1,1.0
38,136,25,1,1.0
38,137,26,1,1.0
38,143,0,1,1.0
38,144,1,1,1.0
38,144,2,1,1.0
38,145,3,1,1.0
38,146,4,1,1.0
